Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
LANCEFIELD,LOCATION,18820201-185-200665836 (3 of 3).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
MELBOURNE,LOCATION,18820201-185-200665836 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
MELBOURNE,LOCATION,18820201-185-200665836 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
SPRING CREEK,LOCATION,18820201-185-200665836 (2 of 3).txt,SPRING CREEK,QLD,-27.94926951,151.9585944,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
REEDY CREEK,LOCATION,18820201-185-200665836 (2 of 3).txt,REEDY CREEK,VIC,-37.23972123,145.1317876,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
KILMORE,LOCATION,18820201-185-200665836 (2 of 3).txt,KILMORE,VIC,-37.29427363,144.9338648,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
KOROIT,LOCATION,18820201-185-200665836 (1 of 3).txt,KOROIT,VIC,-38.27827343,142.3701488,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
COROWA,LOCATION,18820201-185-200665836 (1 of 3).txt,COROWA,NSW,-35.97347729,146.3468727,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-02-01,Article,1408,N,0,"Heavy rain at Koroit on Monday. Trout are thriving in the Watts River. The Alfred Graving Dock coat £343,766. Numurkah railway station blocked with",https://nla.gov.au/nla.news-article200665836,http://trove.nla.gov.au/newspaper/page/21193675
HERNE HILL,LOCATION,18820310-185-200667983 (1 of 1).txt,HERNE HILL,WA,-31.83873672,116.005032,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-10,Article,1412,N,0,Diphtheria at Horsham. Mansfield wants a water loan. Tremendous bushfire near Colne. Very small crop of grapes at Albury.,https://nla.gov.au/nla.news-article200667983,http://trove.nla.gov.au/newspaper/page/21193814
MOUNT EGERTON,LOCATION,18820328-185-200668998 (1 of 2).txt,MOUNT EGERTON,VIC,-37.651776,144.09062600000001,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
CARLTON,LOCATION,18820328-185-200668998 (1 of 2).txt,CARLTON,VIC,-37.800968,144.973457,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
FITZROY,LOCATION,18820328-185-200668998 (1 of 2).txt,FITZROY,VIC,-37.804306,144.97649099999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
MELBOURNE,LOCATION,18820328-185-200668998 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
MOUNT EGERTON,LOCATION,18820328-185-200668998 (2 of 2).txt,MOUNT EGERTON,VIC,-37.651776,144.09062600000001,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
CARLTON,LOCATION,18820328-185-200668998 (2 of 2).txt,CARLTON,VIC,-37.800968,144.973457,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
FITZROY,LOCATION,18820328-185-200668998 (2 of 2).txt,FITZROY,VIC,-37.804306,144.97649099999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
MELBOURNE,LOCATION,18820328-185-200668998 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,185,BREVIA.,185,The Ballarat Star (Vic. : 1865 - 1924),2,1882-03-28,Article,1376,N,0,Large bush fires near Mount Egerton. Germany is still indignant with Russia. The East Loddon water trust is opposed. Extensive bush-fires in the Western,https://nla.gov.au/nla.news-article200668998,http://trove.nla.gov.au/newspaper/page/21193882
ADELAIDE,LOCATION,18940126-966-200766160 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,966,ANOTHER FIRE IN THE HILLS. BETWEEN MAGILL AND NORTON’S SUMMIT. THREE HUNDRED ACRES OF GRASS BURNT.,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",2 S,1894-01-26,Article,1404,N,0,It is invariably the case that in what may be called the bush-fire season serious conflagrations occur in the hill districts immediately surrounding Adelaide. The Glen,https://nla.gov.au/nla.news-article200766160,http://trove.nla.gov.au/newspaper/page/22406489
ADELAIDE,LOCATION,18940126-966-200766160 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,966,ANOTHER FIRE IN THE HILLS. BETWEEN MAGILL AND NORTON’S SUMMIT. THREE HUNDRED ACRES OF GRASS BURNT.,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",2 S,1894-01-26,Article,1404,N,0,It is invariably the case that in what may be called the bush-fire season serious conflagrations occur in the hill districts immediately surrounding Adelaide. The Glen,https://nla.gov.au/nla.news-article200766160,http://trove.nla.gov.au/newspaper/page/22406489
ADELAIDE,LOCATION,18820213-582-201029936 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,582,"LATEST INTELLIGENCE. THE INTERCOLONIAL CRICKET MATCH. SYDNEY, Saturday.",582,Mount Alexander Mail (Vic. : 1854 - 1917),3,1882-02-13,Article,659,N,0,"The match was resumed shortly after noon to-day, Murdoch and Jones going to the wickets. The weather was very fine, and the attendance large. The batsmen commenced playing",https://nla.gov.au/nla.news-article201029936,http://trove.nla.gov.au/newspaper/page/21904257
ADELAIDE,LOCATION,18820213-582-201029936 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,582,"LATEST INTELLIGENCE. THE INTERCOLONIAL CRICKET MATCH. SYDNEY, Saturday.",582,Mount Alexander Mail (Vic. : 1854 - 1917),3,1882-02-13,Article,659,N,0,"The match was resumed shortly after noon to-day, Murdoch and Jones going to the wickets. The weather was very fine, and the attendance large. The batsmen commenced playing",https://nla.gov.au/nla.news-article201029936,http://trove.nla.gov.au/newspaper/page/21904257
SCARSDALE,LOCATION,18820210-582-201033602 (1 of 1).txt,SCARSDALE,VIC,-37.67475547,143.6547765,100,582,ITEMS OF NEWS.,582,Mount Alexander Mail (Vic. : 1854 - 1917),2,1882-02-10,Article,2713,N,0,"There was nearly a disturbance at the Borough Council last night over a site recommended for the construction of baths at the back of the railway station. It happens to be in a street, which",https://nla.gov.au/nla.news-article201033602,http://trove.nla.gov.au/newspaper/page/21904248
MELBOURNE,LOCATION,18820304-947-201184869 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,947,Shipping News INWARDS.,947,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",248,1882-03-04,Article,4918,N,0,"Feb. 26—Mangana, s.s., 752 tons, John Lewis, commander, from Melbourne; W. S. Bell, agent. Passengers—Saloon: Mr. and Mrs. Sutton, Mr. and Mrs. Lamond, Mr. and Mrs. Wheeler, Mr.",https://nla.gov.au/nla.news-article201184869,http://trove.nla.gov.au/newspaper/page/22155987
MELBOURNE,LOCATION,18820304-947-201184869 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,947,Shipping News INWARDS.,947,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",248,1882-03-04,Article,4918,N,0,"Feb. 26—Mangana, s.s., 752 tons, John Lewis, commander, from Melbourne; W. S. Bell, agent. Passengers—Saloon: Mr. and Mrs. Sutton, Mr. and Mrs. Lamond, Mr. and Mrs. Wheeler, Mr.",https://nla.gov.au/nla.news-article201184869,http://trove.nla.gov.au/newspaper/page/22155987
MELBOURNE,LOCATION,18820304-947-201184869 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,947,Shipping News INWARDS.,947,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",248,1882-03-04,Article,4918,N,0,"Feb. 26—Mangana, s.s., 752 tons, John Lewis, commander, from Melbourne; W. S. Bell, agent. Passengers—Saloon: Mr. and Mrs. Sutton, Mr. and Mrs. Lamond, Mr. and Mrs. Wheeler, Mr.",https://nla.gov.au/nla.news-article201184869,http://trove.nla.gov.au/newspaper/page/22155987
AVOCA,LOCATION,18731017-756-201298499 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,756,No title,756,Avoca Mail (Vic. : 1863 - 1900; 1915 - 1918),2,1873-10-17,Article,3664,N,0,"EVER alive to self-preservative instincts, our Maryborough neighbours take amazingly good care not to let slip the slightest chance of local improvement. We are bound to",https://nla.gov.au/nla.news-article201298499,http://trove.nla.gov.au/newspaper/page/22324082
AVOCA,LOCATION,18731017-756-201298499 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,756,No title,756,Avoca Mail (Vic. : 1863 - 1900; 1915 - 1918),2,1873-10-17,Article,3664,N,0,"EVER alive to self-preservative instincts, our Maryborough neighbours take amazingly good care not to let slip the slightest chance of local improvement. We are bound to",https://nla.gov.au/nla.news-article201298499,http://trove.nla.gov.au/newspaper/page/22324082
AVOCA,LOCATION,18820131-756-201444233 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,756,No title,756,Avoca Mail (Vic. : 1863 - 1900; 1915 - 1918),2,1882-01-31,Article,2026,N,0,"Applications under the Land Act approved:- For renewal of licenses--J. T. Chapman, Tchirree ; J. Clunas, Glenpatrick ; John McKenzie, jun, James Neil,",https://nla.gov.au/nla.news-article201444233,http://trove.nla.gov.au/newspaper/page/22316222
STAWELL,LOCATION,18770807-756-201447304 (1 of 1).txt,STAWELL,VIC,-37.03717644,142.79937040000002,100,756,WHAT RUSSIA IS FIGHTING FOR.,756,Avoca Mail (Vic. : 1863 - 1900; 1915 - 1918),3,1877-08-07,Article,1023,N,0,"The Russian St. Petersburg Gazette, in a series of articles on ""The objects of the present war,"" says:--Without the Black Sea and the Dardanelles we can no longer live. We must open a road",https://nla.gov.au/nla.news-article201447304,http://trove.nla.gov.au/newspaper/page/22328309
MELBOURNE,LOCATION,18750206-950-201484053 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,950,INTERCOLONIAL NEWS.,950,"The Tasmanian Tribune (Hobart Town, Tas. : 1872 - 1876)",3,1875-02-06,Article,107,N,0,"We have one day's later news from the colonies by the Southern Cross, which arrived from Melbourne yesterday.",https://nla.gov.au/nla.news-article201484053,http://trove.nla.gov.au/newspaper/page/22159759
SANDHURST,LOCATION,18741218-809-201534518 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,809,NEWS OF THE DAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1874-12-18,Article,6200,N,1,For the third time the Legislative Council have resolved that mining on private property shall not receive the sanction of law. When the second reading of the bill to,https://nla.gov.au/nla.news-article201534518,http://trove.nla.gov.au/newspaper/page/18292166
SANDHURST,LOCATION,18741218-809-201534518 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,809,NEWS OF THE DAY.,809,"The Age (Melbourne, Vic. : 1854 - 1954)",2,1874-12-18,Article,6200,N,1,For the third time the Legislative Council have resolved that mining on private property shall not receive the sanction of law. When the second reading of the bill to,https://nla.gov.au/nla.news-article201534518,http://trove.nla.gov.au/newspaper/page/18292166
BEECHWORTH,LOCATION,18810115-326-201538426 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326,"LONDON, Jan. 11.",326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1881-01-15,Article,12431,N,0,"Mr Mitchell Henry, Home Rule member for county Galway, resumed the debate in the House of Commons on the address in reply to the Queen's speech.",https://nla.gov.au/nla.news-article201538426,http://trove.nla.gov.au/newspaper/page/21832403
ALARYBOROUGH,LOCATION,18810115-326-201538426 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,91,326,"LONDON, Jan. 11.",326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",4,1881-01-15,Article,12431,N,0,"Mr Mitchell Henry, Home Rule member for county Galway, resumed the debate in the House of Commons on the address in reply to the Queen's speech.",https://nla.gov.au/nla.news-article201538426,http://trove.nla.gov.au/newspaper/page/21832403
MYRRLEFORD,LOCATION,18810127-326-201538926 (3 of 3).txt,MYRTLEFORD,VIC,-36.54297278,146.7382485,90,326,BUSH-FIRES.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1881-01-27,Article,3177,N,0,"A BUSH-FIRE is, doubtless, often a magnificent, as well as an awful, sight to the romantic spectator. Such splendid illuminations on a moonless night have been",https://nla.gov.au/nla.news-article201538926,http://trove.nla.gov.au/newspaper/page/21832430
BENALLA,LOCATION,18810125-326-201539417 (1 of 1).txt,BENALLA,VIC,-36.54834918,145.9803085,100,326,"(FROM THE AGE CORRESPONDENT.) LONDON, Jan. 20.",326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1881-01-25,Article,3319,N,4,"The Dutch settlers in South Africa have made an appeal to the Government and people of Holland, claiming their sympathy and protection in their present relations",https://nla.gov.au/nla.news-article201539417,http://trove.nla.gov.au/newspaper/page/21832426
MELBOURNE,LOCATION,18810125-326-201539419 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,326,ALBURY. Monday.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1881-01-25,Article,677,N,0,"Mrs Eliza Pankhurst, of Mullengaudra, a very old resident of the district, died on Friday last at her residence. The funeral of the deceased lady took place yesterday",https://nla.gov.au/nla.news-article201539419,http://trove.nla.gov.au/newspaper/page/21832426
MELBOURNE,LOCATION,18810125-326-201539419 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,326,ALBURY. Monday.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",2,1881-01-25,Article,677,N,0,"Mrs Eliza Pankhurst, of Mullengaudra, a very old resident of the district, died on Friday last at her residence. The funeral of the deceased lady took place yesterday",https://nla.gov.au/nla.news-article201539419,http://trove.nla.gov.au/newspaper/page/21832426
MELBOURNE,LOCATION,18810125-326-201539425 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,326,MELBOURNE. Monday.,326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 - 1918)",3,1881-01-25,Article,795,N,0,"Another spasmodic effort has been made by the police to suppress those great gambling transactions commonly called ""sweeps ;"" and last week two promoters",https://nla.gov.au/nla.news-article201539425,http://trove.nla.gov.au/newspaper/page/21832427
